customer_id,ssn,name,birth_date,marital_status,income_bracket,signup_date,city,state,payment_method,acquisition_channel,credit_score,cancellation_date
1532,212-62-0201,Theresa Curry,1952-10-23,Divorced,A,2019-03-11,Jacksonfort,OR,Credit Card,Physical Store,420,
1533,625-81-7145,Andrea Rodriguez,2003-02-02,Married,B,2021-04-17,West Dylanport,AS,Credit Card,Telesales,583,
1534,238-37-5712,Brittney Small,1964-01-24,Married,C,2013-03-05,Georgemouth,KS,Bank Slip,Partner,572,
1535,690-60-6705,Sara Jackson,1975-09-16,Single,C,2013-01-03,Christopherview,DC,Credit Card,Online,808,
1536,321-05-1212,John Wilson,1988-09-27,Divorced,C,2018-01-14,Millerview,MP,Credit Card,Partner,376,
1537,627-88-7366,Thomas Mann,1987-04-23,Single,A,2014-06-16,Sanchezberg,NV,Credit Card,Physical Store,523,
1538,005-04-5007,Hannah Foster,1984-03-07,Single,C,2005-03-03,New Dan,AK,Direct Debit,Telesales,531,2008-07-01
1539,652-51-7712,Haley Perez,2005-09-28,Divorced,B,2024-01-11,Zacharyside,VT,Direct Debit,Online,477,
1540,227-48-7152,Raven White,1982-10-26,Divorced,D,2001-07-28,Fryview,VI,Credit Card,Physical Store,330,
1541,317-06-2148,Gregory Brown,1954-01-05,Widowed,D,2024-10-30,North Carrie,OH,Direct Debit,Online,804,
1542,104-01-0819,Linda Mendoza,1988-12-27,Widowed,C,2016-08-23,South Jacobbury,PR,Direct Debit,Online,587,
1543,138-73-7932,Andrea Turner,1977-02-20,Married,D,2001-06-03,Fernandomouth,VA,Bank Slip,Physical Store,663,
1544,524-63-2162,Heather Norton,1963-02-26,Single,D,2001-10-13,New Michelle,GU,Direct Debit,Online,464,
1545,764-10-5154,Justin Fuentes,2003-08-17,Single,B,2024-02-10,East Leslie,WV,Bank Slip,Physical Store,670,
1546,172-23-5046,Gary Banks,1944-11-14,Single,B,1989-12-04,North Jeffreymouth,CA,Credit Card,Partner,438,
1547,538-60-7590,Dr. Devin Downs MD,1978-10-12,Widowed,D,2013-05-29,Walkerton,NV,Direct Debit,Physical Store,633,2018-09-14
1548,883-70-3997,Patricia Villa DVM,1948-06-23,Married,D,1996-10-14,Smithchester,OR,Direct Debit,Physical Store,435,
1549,797-59-6291,Erin Bennett,1991-09-20,Married,A,2011-01-13,Calhounmouth,KY,Bank Slip,Partner,358,
1550,641-60-6938,Melanie Johnson,1951-06-07,Widowed,B,2017-11-24,Loriland,AL,Credit Card,Online,373,
1551,792-62-3153,Jason Johnson,1967-12-04,Married,A,2006-05-23,Port Julieton,SD,Direct Debit,Online,549,
1552,803-65-8805,David Callahan,1979-12-01,Divorced,B,1998-08-23,Jonesshire,MS,Credit Card,Telesales,557,
1553,824-05-5185,Joseph Vance,1972-07-29,Widowed,B,2011-04-28,South Brittneyshire,SC,Bank Slip,Telesales,781,
1554,051-73-4531,Amy Everett,1950-08-23,Single,B,2019-11-09,East Angela,MD,Direct Debit,Partner,710,
1555,187-75-4772,Charles Jackson,1969-08-01,Widowed,B,2007-08-19,North Linda,WA,Credit Card,Telesales,757,
1556,508-81-0045,Zachary Fuller,1974-10-22,Single,D,2025-02-15,Brownside,OR,Credit Card,Partner,725,
1557,406-26-8345,William Kennedy,1954-04-04,Married,A,2009-08-13,Port Mariochester,MH,Bank Slip,Online,667,2015-08-22
1558,088-28-3775,Jermaine Blankenship,1972-11-16,Single,B,2006-05-03,Justinland,LA,Direct Debit,Physical Store,408,
1559,073-54-3836,Paula Silva,2002-05-14,Divorced,C,2023-03-02,Colleenport,WV,Credit Card,Physical Store,370,
1560,319-72-6759,Brian Sims,2002-07-29,Married,C,2024-06-24,Michaelton,OH,Credit Card,Telesales,349,
1561,045-13-9819,Teresa Bailey,1987-02-07,Single,A,2005-05-15,North Christinetown,ND,Direct Debit,Online,740,
1562,631-41-9984,Darrell Garcia,1956-01-20,Married,A,2003-06-12,Lake Lindsey,MD,Direct Debit,Partner,580,
1563,386-80-5555,Annette Proctor,1956-01-21,Divorced,A,2017-02-17,Port Lauren,UT,Direct Debit,Physical Store,389,
1564,019-43-8562,James Reed,1984-09-10,Widowed,C,2006-01-22,Port Charleshaven,GU,Direct Debit,Physical Store,681,
1565,159-19-2191,Amanda Garcia,1974-11-27,Divorced,B,2009-04-08,Stephenview,MI,Direct Debit,Physical Store,792,2019-04-20
1566,612-68-6817,Angela Avery,1992-12-07,Married,A,2013-06-05,Port Kristen,MH,Bank Slip,Telesales,683,
1567,300-32-5752,Christopher Wise,1952-04-01,Divorced,C,2001-07-08,North Hayleyville,VA,Credit Card,Physical Store,815,
1568,718-77-3234,James Li,1965-11-03,Divorced,D,2014-07-26,Hoffmanburgh,MS,Credit Card,Physical Store,340,
1569,245-02-4456,Christopher Ward,1989-02-20,Married,D,2011-10-09,New Mariaburgh,CT,Credit Card,Telesales,544,
1570,842-66-4600,Jasmine Oliver,1993-12-20,Married,C,2015-02-15,Tonihaven,DE,Direct Debit,Online,573,
1571,336-33-4653,Mr. Cody Chavez,2000-07-18,Married,C,2021-02-12,New David,MH,Bank Slip,Partner,796,
1572,130-41-1609,Susan Myers,1967-06-01,Widowed,D,2021-10-04,Reneehaven,CT,Direct Debit,Online,313,
1573,341-34-9357,Kathy Jones,1980-06-17,Widowed,A,2020-09-11,East Frederick,VT,Direct Debit,Partner,842,
1574,178-06-7569,Kyle Robbins,1954-04-27,Married,B,2018-11-27,East Jeffrey,PW,Direct Debit,Online,511,
1575,787-14-5619,Linda Velasquez,1982-11-19,Divorced,C,2001-06-11,East Brandon,DE,Direct Debit,Physical Store,481,2012-02-19
1576,802-67-7999,Ashley Cherry,1966-03-31,Married,A,2014-03-06,Lake Jessica,VI,Credit Card,Partner,497,
1577,640-69-3679,Christopher Lewis,1982-03-13,Divorced,D,2013-02-06,Johnsonmouth,HI,Bank Slip,Telesales,446,
1578,472-56-0336,Steve Collins,1971-07-19,Single,C,2005-01-13,Lake Dawn,OH,Direct Debit,Online,490,2015-01-18
1579,303-55-9020,Jose Turner,1961-04-13,Divorced,D,2012-05-11,Roseton,WA,Credit Card,Telesales,451,2016-03-19
1580,167-42-4477,David Taylor,1991-09-26,Widowed,D,2015-08-09,Port Tiffanytown,GA,Credit Card,Physical Store,667,
1581,381-88-0177,Eileen Briggs,1964-03-02,Married,B,2004-05-04,New Richard,FM,Bank Slip,Partner,678,2011-04-16
1582,626-08-1816,Christopher Guzman,1985-11-05,Divorced,D,2016-08-25,Scottburgh,LA,Direct Debit,Telesales,307,
1583,398-09-7692,Shelby Hamilton,1975-08-08,Widowed,D,1997-01-06,Lake Heather,VT,Credit Card,Telesales,576,
1584,665-31-4972,Joseph Williams,1974-08-29,Divorced,D,2019-06-10,Lake Charleschester,NM,Credit Card,Telesales,310,
1585,889-63-2296,Keith Hernandez,1979-01-10,Divorced,C,1998-09-26,Clarkside,KY,Bank Slip,Online,429,
1586,554-19-4605,Caleb Coleman,1964-01-09,Divorced,C,2023-02-26,Cassandrabury,NY,Bank Slip,Physical Store,820,
1587,359-68-4565,Colleen Zuniga,1953-05-07,Married,B,1982-05-16,East Joan,TX,Direct Debit,Telesales,724,
1588,382-24-2905,David Mcdonald,1952-07-07,Single,C,1997-04-30,Jamesmouth,DE,Credit Card,Telesales,506,
1589,649-01-1896,Angela Yang,1970-12-01,Married,C,1989-01-08,Mistyville,VT,Credit Card,Telesales,804,
1590,219-30-5568,Kelly Dunlap,2002-05-08,Divorced,C,2023-09-18,South Kyleside,HI,Direct Debit,Physical Store,424,
1591,065-15-8858,Johnny Cardenas,1955-09-17,Married,C,2010-09-30,Christianmouth,CT,Bank Slip,Telesales,440,
1592,848-87-8808,David Friedman,1945-04-12,Widowed,C,2003-11-16,Moralesberg,FL,Credit Card,Partner,629,
1593,894-31-6348,Sharon Gardner,1966-11-17,Divorced,A,1996-11-10,East Annetteshire,LA,Bank Slip,Telesales,643,
1594,025-93-5100,Matthew Sanchez,1963-12-26,Married,D,2020-03-09,Ellishaven,DE,Direct Debit,Physical Store,550,
1595,702-63-2467,Tracey Nelson,1997-10-17,Married,D,2021-12-17,Mikeview,NJ,Credit Card,Partner,576,
1596,623-04-4298,April Porter,1999-09-28,Single,D,2022-05-11,Kaylashire,MD,Bank Slip,Physical Store,496,2025-02-18
1597,485-93-1637,Jeff Lee,1976-03-12,Married,B,2006-10-09,Lake Nathaniel,FM,Credit Card,Physical Store,445,
1598,478-71-1887,Virginia James,1975-08-18,Single,A,2022-06-29,Georgeborough,MH,Credit Card,Online,724,2023-05-04
1599,373-29-7087,Katie Carlson,2005-07-28,Married,C,2024-06-20,Hollyfurt,MA,Bank Slip,Physical Store,560,
1600,017-04-9352,Kevin Watts,1968-03-18,Widowed,B,2017-05-22,North Williamstad,OK,Credit Card,Physical Store,444,
1601,330-63-3593,Mary Larson,1949-08-16,Widowed,D,1986-04-03,Taylormouth,NC,Credit Card,Partner,432,
1602,876-13-0099,Timothy Barker,1988-02-14,Single,C,2009-06-01,Colemanshire,ID,Bank Slip,Physical Store,451,
1603,136-66-1154,Allen King,1994-09-21,Single,C,2014-06-04,Georgeside,GU,Direct Debit,Physical Store,418,
1604,164-13-4462,Tyler Davies,1987-03-18,Single,D,2005-10-15,East Karen,NJ,Bank Slip,Telesales,486,2012-07-18
1605,884-58-5188,Jacqueline Tran,1998-02-28,Married,B,2020-11-24,Matthewfort,LA,Direct Debit,Telesales,690,
1606,494-08-6946,Kimberly Baldwin,2004-09-22,Widowed,D,2022-12-13,Christopherbury,NE,Bank Slip,Online,584,
1607,222-52-5865,Deanna Murphy,1982-01-18,Divorced,B,2005-05-03,Christinafurt,ND,Direct Debit,Online,434,
1608,677-65-5931,Mary Harris,1954-01-08,Divorced,B,2000-12-06,Lake Benjamin,CA,Credit Card,Partner,687,
1609,597-25-1747,Krystal Molina,2000-10-31,Divorced,D,2021-01-29,East Hannahberg,PW,Direct Debit,Online,341,
1610,643-17-1816,Lisa Ho,1984-08-11,Single,A,2015-07-12,Stacyfurt,OH,Direct Debit,Partner,680,
1611,311-42-6505,David Mills,1983-09-12,Widowed,A,2005-05-13,Lake Michaelhaven,OK,Bank Slip,Online,713,
1612,420-55-7073,Robert Clark MD,1988-12-08,Married,D,2013-05-22,North Amyshire,PA,Credit Card,Telesales,421,
1613,016-62-4919,David Villa,1953-06-08,Divorced,A,1999-01-19,Nathanielton,NM,Bank Slip,Physical Store,455,2001-11-23
1614,460-94-2224,Laurie Miller,2005-12-19,Widowed,B,2024-10-19,East Jorge,MI,Direct Debit,Telesales,477,
1615,650-60-0333,James Davis,1990-02-21,Single,B,2011-09-21,East Elizabeth,HI,Direct Debit,Telesales,764,
1616,113-65-3151,Anthony Wilkins,1974-02-15,Married,C,2012-02-05,Marksberg,MD,Credit Card,Physical Store,725,2019-06-04
1617,643-90-1141,Julie Winters,1962-03-31,Single,D,2009-02-09,Nathanport,AS,Credit Card,Physical Store,527,
1618,120-11-3578,Yolanda Smith,1975-01-04,Single,C,2000-12-05,South Tamara,NY,Bank Slip,Online,473,2009-12-07
1619,334-51-0138,Kayla Hale,1950-03-14,Single,C,1999-09-28,North Joshua,ID,Direct Debit,Physical Store,530,
1620,372-83-7631,Joseph Walker,1957-04-23,Married,D,1988-11-16,New Amychester,FM,Bank Slip,Online,395,
1621,694-31-1636,Kevin Gibson,1976-02-11,Married,A,1996-06-23,Masseyside,IN,Bank Slip,Telesales,638,
1622,229-65-2165,Michael Shepard,1977-02-08,Married,A,1998-07-27,Michaelview,NJ,Bank Slip,Telesales,320,
1623,397-25-0516,Joseph Gonzalez,1955-05-01,Single,B,1994-03-03,New Bryanfurt,OK,Direct Debit,Partner,555,
1624,158-81-7807,Virginia Reed,1994-03-23,Single,D,2013-01-14,Lake Diana,DE,Credit Card,Telesales,498,
1625,434-11-7163,Stephen Zuniga,2000-06-25,Widowed,D,2024-03-26,North Jesuston,AS,Direct Debit,Partner,638,
1626,608-97-7625,Courtney Davenport,1964-09-10,Divorced,C,2018-07-09,Elizabethside,KS,Direct Debit,Physical Store,739,2019-06-28
1627,560-92-8876,Cory Wallace,1954-01-23,Divorced,B,1984-09-23,Pereztown,OK,Credit Card,Partner,487,
1628,571-05-2147,Dennis Carter,1967-06-18,Widowed,C,1998-01-08,Roberttown,SC,Bank Slip,Physical Store,319,1999-08-24
1629,421-90-9800,Amanda Madden,1986-06-30,Married,C,2016-12-25,Jeanchester,AS,Credit Card,Online,841,2024-05-28
1630,815-99-3747,Stephanie Cook,1950-03-24,Single,B,1970-05-04,North Davidstad,AS,Direct Debit,Physical Store,740,
1631,293-35-9210,Sharon Lambert,1967-10-20,Single,A,1989-01-13,North Aaronland,MA,Credit Card,Physical Store,520,
1632,863-97-9467,Ralph Greer,1979-04-29,Single,D,2024-07-09,Amandastad,OR,Bank Slip,Online,580,2025-04-26
1633,020-57-1940,Travis Jackson,1951-07-09,Married,B,2005-04-07,Beardstad,CT,Bank Slip,Partner,597,
1634,281-25-7334,Dennis Kelley,1948-08-10,Single,C,2011-10-10,Donnaville,VT,Credit Card,Physical Store,452,
1635,254-26-9101,Toni Baker,1959-04-24,Married,A,1985-03-12,Katherineburgh,ID,Direct Debit,Online,709,
1636,646-14-4608,Sarah Jennings,1996-09-28,Widowed,D,2019-03-23,Port Andrewfort,WI,Credit Card,Telesales,406,
1637,351-73-3813,Travis Williams,1951-03-20,Single,B,1998-11-12,West Collinborough,OH,Credit Card,Telesales,480,
1638,648-11-5916,Andrea Frank,2007-03-16,Widowed,C,2025-04-13,North Briannafort,ND,Credit Card,Telesales,699,
1639,141-92-2956,Timothy Johnston,1948-08-02,Married,D,1981-11-28,Barajasbury,DE,Direct Debit,Physical Store,759,
1640,879-47-8024,Jennifer Roach,1991-05-02,Divorced,B,2012-01-27,New Barbara,MP,Bank Slip,Physical Store,615,2018-06-01
1641,131-38-2354,John Campbell,1987-02-23,Divorced,C,2006-06-04,Bernardmouth,GU,Bank Slip,Physical Store,614,
1642,196-94-9532,Rebecca Johnson,2002-02-18,Divorced,A,2020-11-13,Davishaven,MT,Bank Slip,Partner,421,
1643,360-92-0092,Stephen Hodges,1982-02-05,Widowed,C,2025-04-26,Port Maryview,WI,Direct Debit,Physical Store,327,2025-06-10
1644,442-57-6813,Greg Lee,1962-08-19,Single,C,2015-10-18,East Dale,MN,Credit Card,Online,791,
1645,692-38-5178,Timothy Becker,2002-07-17,Widowed,D,2023-04-27,Jonstad,AK,Direct Debit,Telesales,736,2024-04-10
1646,664-88-4267,Stephen Boyd,1998-11-04,Widowed,A,2017-06-09,Allenbury,MI,Credit Card,Partner,402,
1647,899-32-7624,Travis Davis,1947-01-08,Single,B,2002-08-27,Carolynborough,FL,Direct Debit,Partner,609,2020-01-08
1648,503-97-6203,Michael Marquez,1978-09-05,Married,C,1998-07-16,Selenaport,AL,Credit Card,Partner,707,
1649,684-59-1458,Heather Jackson,1978-01-31,Widowed,B,2017-09-11,Phillipston,NH,Credit Card,Online,731,
1650,343-24-9717,Laura Shea,1954-01-03,Divorced,C,2024-08-07,Phamtown,OK,Credit Card,Online,550,
1651,114-52-8448,Troy Moore,1984-10-19,Single,A,2004-02-01,North Stevenburgh,CT,Credit Card,Online,667,
1652,343-09-5996,Erica Dean,2004-06-04,Widowed,D,2025-04-27,Shortfort,PW,Bank Slip,Physical Store,834,
1653,602-24-3254,Alyssa Allen,1947-09-27,Widowed,B,1975-10-10,Robinsonborough,RI,Direct Debit,Partner,499,
1654,740-41-2424,Brandy Gonzalez,2005-07-16,Married,A,2024-10-22,Christinahaven,FM,Credit Card,Physical Store,831,2024-12-19
1655,231-26-2742,Samuel Hernandez,1962-05-12,Married,B,2024-09-09,North Jillmouth,MT,Bank Slip,Partner,405,
1656,890-15-8713,Philip Blair,1990-03-12,Single,A,2010-06-19,Simmonsville,TN,Direct Debit,Online,753,
1657,075-28-1596,Mary Perez,1964-06-24,Widowed,C,1992-08-25,East Brianna,LA,Direct Debit,Partner,818,2012-06-08
1658,638-85-2483,Kathleen Rice,1987-03-25,Single,D,2009-01-03,West Frederickland,NC,Direct Debit,Online,447,
1659,621-08-9247,Nicole Little,1963-07-13,Widowed,D,2002-11-24,Port Beth,TN,Credit Card,Telesales,596,
1660,447-69-7564,Richard Russo,1992-11-09,Married,B,2025-03-12,Solisport,AZ,Bank Slip,Physical Store,489,
1661,102-30-6923,Deborah Owens,1993-09-25,Widowed,A,2016-03-08,Jodychester,CT,Direct Debit,Partner,365,
1662,684-69-2862,Yvette Lopez,1946-05-07,Married,D,1970-12-25,Tammyberg,WY,Direct Debit,Online,672,
1663,031-52-3663,Linda Cantrell,1950-07-25,Divorced,A,1983-01-07,Allenshire,AR,Credit Card,Partner,368,
1664,747-07-6651,Erin Bridges,1950-11-26,Widowed,C,1993-03-28,West Erinburgh,NH,Direct Debit,Online,367,
1665,205-98-0840,Leslie Smith,1983-03-21,Single,B,2015-08-20,Williamton,MH,Bank Slip,Online,343,
1666,501-73-3213,Amanda Jackson,1945-12-22,Divorced,B,1973-07-29,Port Denise,FL,Credit Card,Physical Store,474,
1667,050-62-8795,Mr. David Smith,2000-11-28,Single,D,2021-11-06,East Angelica,OH,Direct Debit,Partner,322,
1668,847-65-9677,Michelle Jones,1955-02-08,Married,A,1997-10-16,Hartshire,VA,Credit Card,Telesales,442,2025-05-26
1669,302-44-5131,Jessica Wilson,2000-03-05,Single,B,2019-10-31,South Jesus,IL,Credit Card,Online,753,
1670,417-56-4253,Melissa Sweeney,1966-12-30,Divorced,D,2006-09-10,Wesleychester,PR,Direct Debit,Partner,576,
1671,620-17-6756,Jacqueline Lara,1981-11-04,Married,D,2008-12-31,Freemanfurt,ID,Bank Slip,Telesales,492,2009-12-31
1672,007-08-3899,Peter Fischer,1981-11-19,Married,B,2010-05-09,Christopherland,NE,Direct Debit,Online,504,
1673,405-77-8118,Steven Ward,1986-08-27,Divorced,B,2009-06-14,Susanburgh,WV,Direct Debit,Telesales,397,2017-04-04
1674,037-33-2054,Cassidy Clark,1959-11-06,Single,B,2002-11-11,Amberbury,TN,Direct Debit,Online,747,
1675,845-70-0169,Paul Randall,1987-09-29,Widowed,D,2023-11-13,Vincenthaven,MA,Credit Card,Online,703,2024-09-22
1676,504-87-8044,Thomas Allen,1956-11-19,Widowed,C,1982-09-04,South Cherylchester,ME,Bank Slip,Online,479,
1677,359-97-2342,Brian Davila,1995-04-09,Divorced,A,2017-04-06,Crystalchester,TN,Bank Slip,Partner,318,
1678,025-09-5256,Joshua Stone,1990-06-28,Divorced,D,2008-09-11,South Kim,PR,Bank Slip,Physical Store,560,
1679,557-13-3321,Angela Garcia,1986-11-08,Single,B,2019-02-24,East Brentfurt,DE,Credit Card,Physical Store,776,
1680,597-24-9476,Jimmy Herrera,1946-04-20,Divorced,B,2016-02-16,East Amanda,MP,Credit Card,Physical Store,793,
1681,072-25-6998,Andrea Stone,1944-12-05,Single,C,1975-07-14,Tristanmouth,VI,Direct Debit,Telesales,308,
1682,494-20-2864,Sabrina Thompson,1980-03-16,Married,A,2018-02-15,West Kaylachester,PW,Direct Debit,Telesales,468,
1683,263-75-2151,Marie Wolfe,1950-11-23,Divorced,D,1987-05-12,Julieborough,MP,Direct Debit,Partner,388,2001-12-21
1684,719-35-6693,Heather Booker,1974-08-17,Single,A,2021-05-26,Rhondaland,NJ,Bank Slip,Online,479,
1685,655-61-9305,Patty Willis,1995-05-01,Divorced,C,2014-07-02,Riverachester,CT,Direct Debit,Partner,405,
1686,093-29-4484,Collin Nelson,1999-12-30,Divorced,C,2020-05-23,Williamview,NV,Direct Debit,Telesales,761,2022-11-21
1687,481-09-6622,James Martin,1960-10-14,Divorced,B,2016-09-18,New Stephanie,NY,Bank Slip,Partner,757,
1688,111-07-5941,Bryan Torres,1948-01-02,Single,D,2016-02-27,East Devinland,VT,Bank Slip,Physical Store,426,2019-04-20
1689,836-81-3571,Tiffany Jacobs,1997-12-04,Married,D,2019-10-31,Pattyhaven,ND,Bank Slip,Online,717,
1690,521-05-8844,David Lawson,1965-07-02,Divorced,B,2021-04-21,Reynoldsside,CT,Bank Slip,Telesales,847,
1691,348-70-2846,Erin Nelson,1959-06-27,Widowed,C,2003-09-19,Gracehaven,MT,Direct Debit,Partner,841,
1692,863-92-4799,Christy Campbell,1980-02-23,Widowed,C,2012-03-21,Cohenmouth,KS,Bank Slip,Physical Store,665,
1693,205-09-3104,Lauren Richmond,1949-11-25,Single,A,2001-05-30,Benjaminville,MT,Direct Debit,Online,655,
1694,193-56-1702,Marcus Krause,1986-04-01,Single,C,2009-03-05,Perezborough,NJ,Credit Card,Partner,571,
1695,580-01-5597,Lisa Mason,1955-10-20,Widowed,D,1982-10-04,West Victor,NV,Bank Slip,Partner,568,
1696,600-70-0136,Lori Wilson,1948-05-04,Married,B,1978-05-06,Andersontown,CA,Direct Debit,Online,325,
1697,010-70-1443,Tiffany Gonzalez,2005-02-19,Single,A,2023-08-31,New Michellefort,CO,Direct Debit,Physical Store,712,
1698,127-75-9594,Albert Delacruz,1984-08-21,Single,B,2018-10-25,Port Lisa,AS,Bank Slip,Online,736,
1699,768-37-5195,Andre Anderson,1947-04-18,Widowed,C,1995-07-18,Lake Susanfort,TX,Credit Card,Physical Store,777,
1700,492-90-8236,Tyler Phillips,1975-02-26,Married,B,2016-06-26,West Williammouth,FL,Credit Card,Partner,782,
1701,474-46-3384,Mark Baker,1965-09-10,Single,A,1986-09-14,Port Jessica,MD,Bank Slip,Physical Store,844,
1702,754-77-2519,Sarah Harrison,1952-08-15,Single,D,1991-04-07,Port Mark,ND,Direct Debit,Online,661,
1703,389-09-9853,Ian Black,1999-10-13,Divorced,A,2024-04-06,Bakerton,UT,Direct Debit,Partner,728,
1704,504-66-1661,Jodi Hendricks,1977-01-24,Single,A,2008-04-16,South Andreaton,ND,Credit Card,Telesales,496,2022-01-19
1705,623-91-6764,Keith Garza,1994-07-07,Divorced,C,2021-03-18,Martinville,MD,Credit Card,Partner,816,
1706,577-08-4315,Stephanie Woods MD,1996-12-14,Married,A,2023-05-12,East Alexander,ND,Bank Slip,Physical Store,841,
1707,419-32-5843,Sharon Jones,1997-08-15,Married,C,2022-09-26,Stevenshaven,VA,Direct Debit,Telesales,354,
1708,668-78-8599,Antonio Hunter,1944-09-12,Married,B,2005-01-08,New Janetstad,AL,Direct Debit,Telesales,358,
1709,819-01-1380,Calvin Richmond,1952-02-25,Married,D,1982-08-02,Lake Jamesside,MI,Bank Slip,Online,510,2000-07-17
1710,754-10-8580,Deborah George,1980-05-07,Divorced,B,2002-10-08,Housefurt,KS,Credit Card,Partner,635,
1711,649-51-2494,Laura Edwards,1955-03-03,Divorced,C,1998-11-05,Susanside,VI,Direct Debit,Online,840,2023-08-18
1712,315-92-2132,Marc Choi,1948-08-28,Divorced,D,1983-08-07,New Kimberly,AS,Direct Debit,Online,500,
1713,879-34-1496,Tracy White,1988-03-09,Married,B,2009-11-14,North Karen,TX,Bank Slip,Partner,368,
1714,564-82-2930,Rachel Scott MD,1982-11-16,Single,D,2003-07-30,Lake Alexishaven,KS,Bank Slip,Physical Store,636,
1715,083-32-4502,Nicholas Santiago,1955-09-25,Divorced,A,1991-06-30,Moraleston,NC,Credit Card,Online,645,
1716,215-87-3924,John Martin,1966-04-03,Widowed,C,2017-09-16,Michaelmouth,DC,Bank Slip,Physical Store,483,
1717,750-05-2030,Brian Gentry,1980-07-31,Single,A,2007-03-21,Newmanmouth,FM,Direct Debit,Telesales,387,
1718,452-50-3020,Kimberly Garcia,1982-06-10,Widowed,A,2022-09-04,Port Andrewfort,FM,Bank Slip,Telesales,445,
1719,373-16-3398,Hannah Hill,1958-10-29,Divorced,A,1984-07-11,Teresastad,IN,Credit Card,Partner,777,
1720,785-82-4949,Olivia Torres,2006-03-31,Widowed,C,2025-05-16,Port Timothy,OK,Credit Card,Telesales,493,
1721,524-43-8089,Reginald Coleman,1995-06-30,Divorced,D,2013-09-20,South Makayla,NC,Direct Debit,Telesales,306,
1722,353-05-5754,Jane Smith,1959-10-16,Married,D,2001-08-23,Changton,AL,Direct Debit,Online,412,
1723,017-84-6220,Madison Wright,1952-03-06,Widowed,D,1993-01-13,West Jamesport,ID,Bank Slip,Physical Store,587,
1724,121-07-0155,Wayne Jacobs,1960-01-17,Widowed,B,2012-01-23,Port William,DC,Bank Slip,Telesales,780,2023-11-11
1725,151-05-0567,Cynthia Mitchell,1964-06-27,Divorced,C,2006-01-12,Deanview,PR,Bank Slip,Partner,847,
1726,826-86-8744,Melissa Pham,1959-10-10,Widowed,A,2013-12-11,Jacobstad,AL,Credit Card,Physical Store,437,
1727,693-19-1229,Rebekah Green,1981-03-25,Divorced,C,2023-09-02,Davidfort,AZ,Credit Card,Online,736,
1728,767-42-7305,Terry Duke,1957-09-02,Single,D,1980-11-06,Port Shannonport,SC,Direct Debit,Partner,475,
1729,894-46-4986,Shawn Powell,1999-12-05,Married,A,2023-05-28,Cannonshire,VT,Bank Slip,Physical Store,435,
1730,771-76-7110,Melissa Choi,1969-03-05,Divorced,D,2012-12-18,Hamiltonmouth,DC,Direct Debit,Physical Store,618,
1731,226-59-5835,Kristina Rodriguez,1972-06-25,Divorced,C,2000-11-20,North Ashley,TX,Credit Card,Physical Store,555,
1732,838-23-2092,Grant Moore,1953-01-05,Single,C,2014-09-26,East Chadchester,PW,Bank Slip,Online,580,
1733,510-73-5223,Samantha Haynes,2000-02-09,Widowed,A,2021-07-07,South Chrischester,CO,Credit Card,Partner,837,2025-01-19
1734,118-64-7794,Lisa Rubio,1989-09-20,Single,C,2020-10-13,Mikefurt,WY,Direct Debit,Partner,347,
1735,789-81-6553,Travis Lee,1994-02-13,Widowed,D,2017-07-02,Oconnorside,NE,Direct Debit,Physical Store,709,2018-06-17
1736,765-31-7815,Angela Reese,1974-11-30,Single,A,2007-04-20,East Matthewview,DC,Credit Card,Physical Store,850,
1737,260-40-8091,Michelle Shannon,1997-05-20,Divorced,C,2015-11-16,Mariahville,AK,Direct Debit,Online,633,2018-02-28
1738,693-83-6651,James Garcia,1961-01-02,Married,D,2005-11-13,East Erikafurt,CO,Credit Card,Partner,797,
1739,004-55-3420,Adam Martinez,1973-06-29,Widowed,D,2009-04-04,Abbottton,NV,Credit Card,Online,723,
1740,189-70-8964,Sandy Mckinney,1994-02-09,Widowed,A,2023-10-04,New Taylor,GU,Direct Debit,Physical Store,509,
1741,018-21-4975,Kelly Moore,1972-05-28,Married,C,2011-06-29,Marychester,AR,Credit Card,Physical Store,501,
1742,138-93-2220,Joseph Mann,1970-04-02,Widowed,D,1992-01-31,North Jamie,ME,Direct Debit,Partner,637,
1743,129-46-2951,Leah Clark,1970-01-02,Divorced,C,2024-04-05,Haleymouth,WA,Credit Card,Telesales,422,
1744,161-10-6174,Dawn Gray,1944-12-08,Divorced,A,2021-03-03,Marthaborough,MO,Credit Card,Online,788,
1745,599-92-3632,Heather Hopkins,1955-03-08,Widowed,D,2014-06-10,Mcknightview,TN,Bank Slip,Partner,727,
1746,638-91-4505,Sean Stevens,1979-12-10,Married,A,2016-03-24,Jasonton,KY,Bank Slip,Telesales,656,
1747,799-47-3556,Vernon Smith,1984-09-08,Married,B,2011-06-26,Smithhaven,CO,Bank Slip,Online,565,
1748,143-03-5529,Anthony Macias,1992-05-17,Divorced,C,2022-08-20,Danielfort,MD,Direct Debit,Partner,502,
1749,788-56-3349,Christina Mason,2002-05-10,Divorced,D,2022-07-21,Ashleyfort,AS,Direct Debit,Online,784,
1750,093-25-1437,Keith Wilson,1974-01-18,Divorced,D,2001-02-05,Torresmouth,MS,Direct Debit,Online,311,
1751,892-25-5579,Kenneth Perry,1974-02-22,Single,B,2017-10-07,Lake Brandystad,WA,Direct Debit,Partner,619,
